SLURM_ARRAY_TASK_ID: 31
Scene path: bistro_path4_seg2_2
Reference file 
 /home/yl962/rds/hpc-work/VRR/VRRMP4/reference_videos/bistro/bistro_path4_seg2_2/refOutput_bistro_path4_seg2_2_166_1080.mp4


========================= bitrate 1000 =========================
Processing video with bitrate: 1000kbps

reference /home/yl962/rds/hpc-work/VRR/VRRMP4/reference_videos/bistro/bistro_path4_seg2_2/refOutput_bistro_path4_seg2_2_166_1080.mp4
test /home/yl962/rds/hpc-work/VRR/VRRMP4/h265_to_mp4/bistro/bistro_path4_seg2_2/1000/1000_100_1080.mp4

cvvdp=4.4860 [JOD]


reference /home/yl962/rds/hpc-work/VRR/VRRMP4/reference_videos/bistro/bistro_path4_seg2_2/refOutput_bistro_path4_seg2_2_166_1080.mp4
test /home/yl962/rds/hpc-work/VRR/VRRMP4/h265_to_mp4/bistro/bistro_path4_seg2_2/1000/1000_100_360.mp4

cvvdp=4.0382 [JOD]


reference /home/yl962/rds/hpc-work/VRR/VRRMP4/reference_videos/bistro/bistro_path4_seg2_2/refOutput_bistro_path4_seg2_2_166_1080.mp4
test /home/yl962/rds/hpc-work/VRR/VRRMP4/h265_to_mp4/bistro/bistro_path4_seg2_2/1000/1000_100_480.mp4

cvvdp=4.1822 [JOD]


reference /home/yl962/rds/hpc-work/VRR/VRRMP4/reference_videos/bistro/bistro_path4_seg2_2/refOutput_bistro_path4_seg2_2_166_1080.mp4
test /home/yl962/rds/hpc-work/VRR/VRRMP4/h265_to_mp4/bistro/bistro_path4_seg2_2/1000/1000_100_720.mp4

cvvdp=4.3753 [JOD]


reference /home/yl962/rds/hpc-work/VRR/VRRMP4/reference_videos/bistro/bistro_path4_seg2_2/refOutput_bistro_path4_seg2_2_166_1080.mp4
test /home/yl962/rds/hpc-work/VRR/VRRMP4/h265_to_mp4/bistro/bistro_path4_seg2_2/1000/1000_100_864.mp4

cvvdp=4.4568 [JOD]


reference /home/yl962/rds/hpc-work/VRR/VRRMP4/reference_videos/bistro/bistro_path4_seg2_2/refOutput_bistro_path4_seg2_2_166_1080.mp4
test /home/yl962/rds/hpc-work/VRR/VRRMP4/h265_to_mp4/bistro/bistro_path4_seg2_2/1000/1000_110_1080.mp4

cvvdp=4.7740 [JOD]


reference /home/yl962/rds/hpc-work/VRR/VRRMP4/reference_videos/bistro/bistro_path4_seg2_2/refOutput_bistro_path4_seg2_2_166_1080.mp4
test /home/yl962/rds/hpc-work/VRR/VRRMP4/h265_to_mp4/bistro/bistro_path4_seg2_2/1000/1000_110_360.mp4

cvvdp=4.2812 [JOD]


reference /home/yl962/rds/hpc-work/VRR/VRRMP4/reference_videos/bistro/bistro_path4_seg2_2/refOutput_bistro_path4_seg2_2_166_1080.mp4
test /home/yl962/rds/hpc-work/VRR/VRRMP4/h265_to_mp4/bistro/bistro_path4_seg2_2/1000/1000_110_480.mp4

cvvdp=4.4331 [JOD]


reference /home/yl962/rds/hpc-work/VRR/VRRMP4/reference_videos/bistro/bistro_path4_seg2_2/refOutput_bistro_path4_seg2_2_166_1080.mp4
test /home/yl962/rds/hpc-work/VRR/VRRMP4/h265_to_mp4/bistro/bistro_path4_seg2_2/1000/1000_110_720.mp4

cvvdp=4.6453 [JOD]


reference /home/yl962/rds/hpc-work/VRR/VRRMP4/reference_videos/bistro/bistro_path4_seg2_2/refOutput_bistro_path4_seg2_2_166_1080.mp4
test /home/yl962/rds/hpc-work/VRR/VRRMP4/h265_to_mp4/bistro/bistro_path4_seg2_2/1000/1000_110_864.mp4

cvvdp=4.7283 [JOD]


reference /home/yl962/rds/hpc-work/VRR/VRRMP4/reference_videos/bistro/bistro_path4_seg2_2/refOutput_bistro_path4_seg2_2_166_1080.mp4
test /home/yl962/rds/hpc-work/VRR/VRRMP4/h265_to_mp4/bistro/bistro_path4_seg2_2/1000/1000_120_1080.mp4

cvvdp=4.9530 [JOD]


reference /home/yl962/rds/hpc-work/VRR/VRRMP4/reference_videos/bistro/bistro_path4_seg2_2/refOutput_bistro_path4_seg2_2_166_1080.mp4
test /home/yl962/rds/hpc-work/VRR/VRRMP4/h265_to_mp4/bistro/bistro_path4_seg2_2/1000/1000_120_360.mp4

cvvdp=4.4430 [JOD]


reference /home/yl962/rds/hpc-work/VRR/VRRMP4/reference_videos/bistro/bistro_path4_seg2_2/refOutput_bistro_path4_seg2_2_166_1080.mp4
test /home/yl962/rds/hpc-work/VRR/VRRMP4/h265_to_mp4/bistro/bistro_path4_seg2_2/1000/1000_120_480.mp4

cvvdp=4.6175 [JOD]


reference /home/yl962/rds/hpc-work/VRR/VRRMP4/reference_videos/bistro/bistro_path4_seg2_2/refOutput_bistro_path4_seg2_2_166_1080.mp4
test /home/yl962/rds/hpc-work/VRR/VRRMP4/h265_to_mp4/bistro/bistro_path4_seg2_2/1000/1000_120_720.mp4

cvvdp=4.8215 [JOD]


reference /home/yl962/rds/hpc-work/VRR/VRRMP4/reference_videos/bistro/bistro_path4_seg2_2/refOutput_bistro_path4_seg2_2_166_1080.mp4
test /home/yl962/rds/hpc-work/VRR/VRRMP4/h265_to_mp4/bistro/bistro_path4_seg2_2/1000/1000_120_864.mp4

cvvdp=4.9127 [JOD]


reference /home/yl962/rds/hpc-work/VRR/VRRMP4/reference_videos/bistro/bistro_path4_seg2_2/refOutput_bistro_path4_seg2_2_166_1080.mp4
test /home/yl962/rds/hpc-work/VRR/VRRMP4/h265_to_mp4/bistro/bistro_path4_seg2_2/1000/1000_30_1080.mp4

cvvdp=0.2637 [JOD]


reference /home/yl962/rds/hpc-work/VRR/VRRMP4/reference_videos/bistro/bistro_path4_seg2_2/refOutput_bistro_path4_seg2_2_166_1080.mp4
test /home/yl962/rds/hpc-work/VRR/VRRMP4/h265_to_mp4/bistro/bistro_path4_seg2_2/1000/1000_30_360.mp4

cvvdp=0.1560 [JOD]


reference /home/yl962/rds/hpc-work/VRR/VRRMP4/reference_videos/bistro/bistro_path4_seg2_2/refOutput_bistro_path4_seg2_2_166_1080.mp4
test /home/yl962/rds/hpc-work/VRR/VRRMP4/h265_to_mp4/bistro/bistro_path4_seg2_2/1000/1000_30_480.mp4

cvvdp=0.1940 [JOD]


reference /home/yl962/rds/hpc-work/VRR/VRRMP4/reference_videos/bistro/bistro_path4_seg2_2/refOutput_bistro_path4_seg2_2_166_1080.mp4
test /home/yl962/rds/hpc-work/VRR/VRRMP4/h265_to_mp4/bistro/bistro_path4_seg2_2/1000/1000_30_720.mp4

cvvdp=0.2323 [JOD]


reference /home/yl962/rds/hpc-work/VRR/VRRMP4/reference_videos/bistro/bistro_path4_seg2_2/refOutput_bistro_path4_seg2_2_166_1080.mp4
test /home/yl962/rds/hpc-work/VRR/VRRMP4/h265_to_mp4/bistro/bistro_path4_seg2_2/1000/1000_30_864.mp4

cvvdp=0.2376 [JOD]


reference /home/yl962/rds/hpc-work/VRR/VRRMP4/reference_videos/bistro/bistro_path4_seg2_2/refOutput_bistro_path4_seg2_2_166_1080.mp4
test /home/yl962/rds/hpc-work/VRR/VRRMP4/h265_to_mp4/bistro/bistro_path4_seg2_2/1000/1000_40_1080.mp4

cvvdp=1.1778 [JOD]


reference /home/yl962/rds/hpc-work/VRR/VRRMP4/reference_videos/bistro/bistro_path4_seg2_2/refOutput_bistro_path4_seg2_2_166_1080.mp4
test /home/yl962/rds/hpc-work/VRR/VRRMP4/h265_to_mp4/bistro/bistro_path4_seg2_2/1000/1000_40_360.mp4

cvvdp=1.0371 [JOD]


reference /home/yl962/rds/hpc-work/VRR/VRRMP4/reference_videos/bistro/bistro_path4_seg2_2/refOutput_bistro_path4_seg2_2_166_1080.mp4
test /home/yl962/rds/hpc-work/VRR/VRRMP4/h265_to_mp4/bistro/bistro_path4_seg2_2/1000/1000_40_480.mp4

cvvdp=1.0849 [JOD]


reference /home/yl962/rds/hpc-work/VRR/VRRMP4/reference_videos/bistro/bistro_path4_seg2_2/refOutput_bistro_path4_seg2_2_166_1080.mp4
test /home/yl962/rds/hpc-work/VRR/VRRMP4/h265_to_mp4/bistro/bistro_path4_seg2_2/1000/1000_40_720.mp4

cvvdp=1.1421 [JOD]


reference /home/yl962/rds/hpc-work/VRR/VRRMP4/reference_videos/bistro/bistro_path4_seg2_2/refOutput_bistro_path4_seg2_2_166_1080.mp4
test /home/yl962/rds/hpc-work/VRR/VRRMP4/h265_to_mp4/bistro/bistro_path4_seg2_2/1000/1000_40_864.mp4

